2020-12-09,40
2020-12-10,40
2020-12-11,40
2020-12-12,50
2020-12-13,50
2020-12-14,48
2020-12-15,48
2020-12-16,44
2020-12-17,44
2020-12-18,44
2020-12-19,44
2020-12-20,45
2020-12-21,45
2020-12-22,45
2020-12-23,45
2020-12-24,48
2020-12-25,48
2020-12-26,48
2020-12-27,47
2020-12-28,47
2020-12-29,44
2020-12-30,44
2020-12-31,44
2021-01-01,44
2021-01-02,40
2021-01-03,40
2021-01-05,40
2021-01-06,40
2021-01-07,38
2021-01-08,38
2021-01-09,38
2021-01-10,38
2021-01-11,49
2021-01-12,49
2021-01-13,49
2021-01-14,40
2021-01-15,40
2021-01-16,40
2021-01-17,40
2021-01-18,40
2021-01-19,40
2021-01-20,50
2021-01-21,50
2021-01-26,49
2021-01-27,49
2021-01-28,49
2021-02-02,49
2021-02-03,49
2021-02-04,47
2021-02-05,47
2021-02-06,47
2021-02-07,40
2021-02-08,40
2021-02-09,40
2021-02-10,40
2021-02-11,45
2021-02-12,45
2021-02-13,45
2021-02-14,45
2021-02-15,47
2021-02-16,47
2021-02-17,47
2021-02-18,35
2021-02-19,35
2021-02-20,35
2021-02-22,52
2021-02-23,50
2021-02-24,49
2021-02-25,47
2021-02-26,38
2021-02-27,38
2021-02-28,38
2021-03-01,38
2021-03-02,38
2021-03-03,50
2021-03-04,50
2021-03-05,50
2021-03-06,48
2021-03-07,48
2021-03-08,48
2021-03-09,48
2021-03-10,48
2021-03-11,48
2021-03-12,48
2021-03-13,48
2021-03-14,49
2021-03-15,49
2021-03-16,49
2021-03-17,47
2021-03-18,47
2021-03-19,40
2021-03-20,40
2021-03-21,40
2021-03-22,40
2021-03-23,51
2021-03-24,51
2021-04-17,44
2021-04-18,44
2021-04-19,44
2021-04-20,44
2021-04-21,55
2021-04-22,55
2021-04-23,55
2021-04-24,53
2021-04-25,47
2021-04-26,47
2021-04-27,48
2021-04-28,50
2021-04-29,49
2021-04-30,49
2021-05-01,49
2021-05-02,49
2021-05-03,49
2021-05-04,50
2021-05-05,53
2021-05-06,53
2021-05-07,45
2021-05-08,45
2021-05-09,45
2021-05-10,45
2021-05-11,45
2021-05-12,45
2021-05-13,45
2021-05-14,45
2021-05-15,45
2021-05-16,45
2021-05-17,45
2021-05-18,45
2021-05-19,55
2021-05-20,48
2021-05-21,48
2021-05-23,48
2021-05-24,48
2021-05-25,48
2021-05-26,48
2021-05-27,48
2021-05-28,52
2021-05-29,52
2021-05-30,50
2021-05-31,50
2021-06-01,44
2021-06-02,44
2021-06-03,44
2021-06-04,44
2021-06-05,44
2021-06-06,44
2021-06-07,44
2021-06-08,44
2021-06-09,51
2021-06-10,51
2021-06-11,49
2021-06-12,49
2021-06-13,40
2021-06-14,40
2021-06-15,40
2021-06-16,40
2021-06-17,55
2021-06-18,55
2021-06-19,45
2021-06-20,45
2021-06-21,45
2021-06-22,45
2021-06-23,45
2021-06-24,45
2021-06-25,50
2021-06-26,50
2021-06-27,50
2021-06-28,49
2021-06-29,44
2021-06-30,44
2021-07-01,44
2021-07-02,44
2021-07-03,44
2021-07-04,44
2021-07-05,44
2021-07-06,44
2021-07-07,51
2021-07-08,51
2021-07-09,48
2021-07-10,48
2021-07-11,40
2021-07-12,40
2021-07-13,40
2021-07-14,40
2021-07-15,43
2021-07-16,43
2021-07-17,43
2021-07-18,43
2021-07-19,43
2021-07-20,55
2021-07-21,55
2021-07-22,55
2021-07-23,43
2021-07-24,43
2021-07-25,43
2021-07-26,43
2021-07-27,43
2021-07-28,51
2021-07-29,49
2021-07-30,49
2021-07-31,44
2021-08-01,44
2021-08-02,44
2021-08-03,44
2021-08-08,44
2021-08-09,52
2021-08-10,52
2021-08-11,52
2021-08-12,50
2021-08-13,50
2021-08-14,44
2021-08-15,44
2021-08-16,44
2021-08-17,44
2021-08-18,44
2021-08-19,55
2021-08-20,55
2021-08-21,44
2021-08-22,44
2021-08-23,44
2021-08-24,44
2021-08-25,44
2021-08-26,51
